Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
up_votes,1,24,36750507,5150,0,1157,3632206,11,1066
up_votes,0,24,35503547,5150,0,1157,3632206,15,1066
up_votes,0,24,31569207,5150,0,1157,3632206,19,1066
up_votes,3,24,37712798,5150,-1,1157,3632206,18,1066
up_votes,1,24,31600057,5150,0,1157,3632206,9,1066
up_votes,0,24,37740445,5150,0,1157,3632206,14,1066
up_votes,0,22,37416362,3165,0,3130,606602,17,1186
up_votes,0,8,30352098,12838,0,1247,693349,17,831
up_votes,0,8,25443750,12838,0,1247,693349,13,831
up_votes,0,21,35000836,11195,0,2014,1150311,12,858
up_votes,0,55,37658824,29477,0,4511,97614,14,2307
up_votes,1,55,37299878,29477,1,4511,97614,13,2307
up_votes,0,8,34450774,32400,1,2069,18706,17,2164
up_votes,0,8,31229302,32400,1,2069,18706,17,2164
up_votes,0,283,37746794,16763,0,1425,39643,10,1393
up_votes,0,283,37597279,16763,0,1425,39643,13,1393
up_votes,0,3,37593249,10301,0,1622,47013,19,585
up_votes,0,80,34630953,26041,0,1797,319618,17,2531
up_votes,3,80,37054007,26041,0,1797,319618,16,2531
up_votes,0,80,37302289,26041,0,1797,319618,8,2531
up_votes,0,80,37437499,26041,0,1797,319618,11,2531
up_votes,0,1,34362594,1531,0,3681,1229237,14,152
up_votes,0,1,36724546,1531,0,3681,1229237,19,152
up_votes,0,962,33335353,26919,0,6113,495796,7,5170
up_votes,0,962,34311118,26919,0,6113,495796,14,5170
up_votes,0,962,37008273,26919,0,6113,495796,8,5170
up_votes,0,962,31840847,26919,-1,6113,495796,19,5170
up_votes,0,106,37542626,31771,0,3826,706456,8,2398
up_votes,1,71,37256326,1370,0,1013,4846642,14,136
up_votes,0,812,33945688,1879,0,2172,1430750,19,287
up_votes,6,26,23832475,4172,0,3433,2135045,14,363
up_votes,1,26,30049824,4172,0,3433,2135045,17,363
up_votes,0,157,36504302,10959,0,1383,695749,14,1118
up_votes,3,157,37280132,10959,0,1383,695749,13,1118
up_votes,2,157,36627861,10959,0,1383,695749,14,1118
up_votes,0,25,37489765,5417,0,1458,2422230,13,262
up_votes,4,25,33656213,5417,0,1458,2422230,17,262
up_votes,0,25,37499499,5417,0,1458,2422230,18,262
up_votes,0,28,36899756,2142,0,933,1684282,16,269
up_votes,0,4,37597353,4683,0,1462,227086,14,263
up_votes,0,62,35035347,30536,0,2272,151641,15,2146
up_votes,1,14,37563827,3815,1,1137,196533,19,186
up_votes,0,449,34024347,21315,0,1037,229792,16,2092
up_votes,0,449,24123905,21315,1,1037,229792,17,2092
up_votes,0,23,37069879,10236,0,1932,575530,18,1355
up_votes,0,23,34683200,10236,0,1932,575530,6,1355
up_votes,0,23,36573233,10236,0,1932,575530,12,1355
up_votes,2,23,35745577,10236,0,1932,575530,6,1355
up_votes,0,23,37272702,10236,0,1932,575530,12,1355
up_votes,1,23,27474680,10236,0,1932,575530,16,1355
up_votes,0,23,35090161,10236,0,1932,575530,14,1355
up_votes,0,29,36648652,5747,0,1159,1125402,8,368
up_votes,0,20,35726701,13247,0,1339,6604,14,1511
up_votes,0,71,35196573,11377,2,1658,283538,14,1549
up_votes,0,71,31544565,11377,0,1658,283538,17,1549
up_votes,0,71,30476966,11377,0,1658,283538,18,1549
up_votes,1,71,33456802,11377,0,1658,283538,19,1549
up_votes,0,71,36644210,11377,0,1658,283538,8,1549
up_votes,4,37,28820948,14597,0,883,382307,15,1343
up_votes,0,21,26908347,2623,0,921,87154,16,478
up_votes,0,66,28745824,6377,0,2848,93910,19,746
up_votes,0,21,34339407,19061,0,4730,326900,10,921
up_votes,0,39,32777385,27966,0,1314,593627,18,3400
up_votes,0,39,36129196,27966,0,1314,593627,14,3400
up_votes,1,39,37367638,27966,0,1314,593627,18,3400
up_votes,0,3,31944510,1912,0,2040,3410518,19,269
up_votes,0,3,37464287,1912,1,2040,3410518,12,269
up_votes,0,41,15895202,4872,0,1248,353268,19,307
up_votes,0,8468,37281540,34547,0,4550,545127,8,9516
up_votes,0,17,24939395,13681,0,2506,141022,19,1048
up_votes,0,17,35887536,13681,0,2506,141022,15,1048
up_votes,0,189,31655571,32311,0,2468,429427,13,1155
up_votes,1,10,32549522,10304,0,2402,2270404,14,421
up_votes,0,20,37143009,6508,0,1747,15703,16,720
up_votes,3,116,36970447,23815,0,4548,1079110,16,2002
up_votes,0,116,35235854,23815,0,4548,1079110,18,2002
up_votes,2,15,37361268,4864,0,956,1471604,18,735
up_votes,0,17,34456445,11975,0,917,3006737,12,834
up_votes,0,17,36691276,11975,0,917,3006737,19,834
up_votes,0,115,34995038,4552,0,927,295852,18,245
up_votes,0,154,37732549,5848,0,1173,452748,12,1303
up_votes,0,470,36269222,3330,0,895,1937198,10,396
up_votes,0,314,36071704,2375,-2,1205,5111870,15,709
up_votes,2,16,35793876,14031,1,2543,1327651,18,894
up_votes,0,16,37016394,14031,0,2543,1327651,8,894
up_votes,0,16,33500815,14031,0,2543,1327651,16,894
up_votes,0,16,36223631,14031,0,2543,1327651,16,894
up_votes,0,41,37251455,3577,0,915,1687972,14,293
up_votes,2,41,37676760,3577,0,915,1687972,19,293
up_votes,1,2,37575166,5537,1,2347,2550114,16,233
up_votes,0,1022,33372277,47168,0,7845,13744,12,3339
up_votes,0,9,36084859,11092,0,3698,849697,12,495
up_votes,0,9,33098873,11092,0,3698,849697,14,495
up_votes,3,9,37653267,11092,0,3698,849697,17,495
up_votes,1,9,32247872,11092,0,3698,849697,19,495
up_votes,0,34,33671843,5626,0,1166,134848,7,1314
up_votes,1,42,32539364,21155,0,1006,442351,17,1225
up_votes,0,42,34666765,21155,0,1006,442351,17,1225
up_votes,0,42,37577837,21155,0,1006,442351,11,1225
up_votes,0,42,36508334,21155,0,1006,442351,13,1225
up_votes,1,42,35208692,21155,0,1006,442351,16,1225
up_votes,3,42,27234656,21155,0,1006,442351,17,1225
up_votes,2,42,28005285,21155,0,1006,442351,19,1225
up_votes,0,42,33879230,21155,0,1006,442351,15,1225
up_votes,2,42,32797001,21155,0,1006,442351,17,1225
up_votes,1,42,37622635,21155,0,1006,442351,11,1225
up_votes,0,42,33917916,21155,0,1006,442351,5,1225
up_votes,5,42,37597375,21155,0,1006,442351,17,1225
up_votes,1,42,37262857,21155,0,1006,442351,17,1225
up_votes,1,42,33271278,21155,0,1006,442351,7,1225
up_votes,0,42,26567762,21155,1,1006,442351,17,1225
up_votes,0,272,30871945,63153,0,2547,16511,15,4808
up_votes,1,102,33997496,9272,-1,1728,39722,19,1250
up_votes,0,572,37466249,55945,0,2228,37947,19,3541
up_votes,0,46,36445618,48375,1,1526,11898,17,2398
up_votes,0,46,26648659,48375,1,1526,11898,16,2398
up_votes,0,595,33067682,22540,0,2471,15371,18,1276
up_votes,0,595,34655850,22540,0,2471,15371,19,1276
up_votes,0,595,30827959,22540,1,2471,15371,17,1276
up_votes,0,4,33754832,2700,1,1171,199111,16,117
up_votes,0,1,36217617,1861,0,1087,187179,17,112
up_votes,0,409,36910912,106900,0,2692,1317805,11,9067
up_votes,0,409,35842913,106900,0,2692,1317805,13,9067
up_votes,0,80,36722862,34287,0,1230,687677,4,2485
up_votes,0,97,36953621,235072,0,927,6068,11,10965
up_votes,0,97,33842576,235072,0,927,6068,6,10965
up_votes,0,97,37257134,235072,1,927,6068,18,10965
up_votes,0,97,29285164,235072,1,927,6068,17,10965
up_votes,0,97,37330755,235072,0,927,6068,10,10965
up_votes,0,97,36912191,235072,0,927,6068,19,10965
up_votes,0,97,37093383,235072,1,927,6068,11,10965
up_votes,0,30,37433133,31280,0,2174,15393,8,2305
up_votes,1,14,30461043,4976,0,1089,637609,15,547
up_votes,4,38,37745603,3219,0,2065,318414,11,614
up_votes,0,707,37254140,32662,1,2579,1612146,16,2318
up_votes,0,22,36891069,936,0,1071,1195578,12,204
up_votes,0,182,37271747,15546,0,1564,67258,17,1848
up_votes,0,409,30979217,5060,0,6825,2107722,13,3839
up_votes,0,11,34685761,5849,0,863,51209,14,480
up_votes,0,10,36941180,15157,0,1456,623519,16,402
up_votes,1,10,17315725,15157,1,1456,623519,14,402
up_votes,0,10,32903526,15157,0,1456,623519,14,402
up_votes,0,10,37189687,15157,0,1456,623519,10,402
up_votes,0,10,37566148,15157,0,1456,623519,12,402
up_votes,0,8,34926673,1544,0,1358,1341694,15,78
up_votes,0,8,37167458,1544,0,1358,1341694,19,78
up_votes,0,759,26841113,20302,0,1361,3436942,19,2485
up_votes,0,1233,35731272,68266,2,3551,1066031,18,4633
up_votes,0,1294,33287672,24767,1,2417,1352288,9,2187
up_votes,4,1648,36012966,279695,0,1406,507674,18,22360
up_votes,0,0,33825959,960,0,859,1214598,16,113
up_votes,2,9,35795042,1839,0,1101,2025108,11,202
up_votes,0,9,37433523,1839,0,1101,2025108,9,202
up_votes,0,15,25884483,7143,1,1954,601299,16,908
up_votes,0,6,30759449,4521,0,1004,1615183,18,1013
up_votes,0,6,17572984,4521,0,1004,1615183,9,1013
up_votes,0,6,30105133,4521,1,1004,1615183,16,1013
up_votes,5,2,29308516,2641,0,916,539883,15,154
up_votes,4,23,37764847,11118,0,1339,499699,9,632
up_votes,2,5,37168393,5096,0,1844,1624933,17,400
up_votes,0,5,37762421,5096,0,1844,1624933,13,400
up_votes,0,33,33527000,47519,1,943,5017,17,3083
up_votes,0,3,31134118,22996,1,2443,94278,14,2215
up_votes,0,3,33868901,22996,1,2443,94278,16,2215
up_votes,0,3,34311777,22996,0,2443,94278,16,2215
up_votes,0,3,28452495,22996,0,2443,94278,19,2215
up_votes,0,3,37392816,22996,0,2443,94278,19,2215
up_votes,2,10,37617111,9382,0,1213,117507,10,1587
up_votes,0,20,35973389,11230,0,1093,271106,19,914
up_votes,1,20,36798517,11230,0,1093,271106,11,914
up_votes,3,849,28305484,16264,1,1507,930393,18,1744
up_votes,5,73,35300221,7143,0,1988,2038544,19,498
up_votes,0,3,35800577,1195,0,2033,5269252,17,137
up_votes,1,143,31880901,6052,0,1101,5552,12,714
up_votes,0,143,27185451,6052,0,1101,5552,11,714
up_votes,2,0,36798510,542,0,1295,848850,13,116
up_votes,2,154,36437227,1360,0,1227,6084335,12,121
up_votes,4,290,15047053,23645,0,3889,156755,16,5226
up_votes,0,139,22711565,12407,0,3683,351785,16,784
up_votes,1,6,35683651,6143,0,863,4838189,18,241
up_votes,0,6,36499220,6143,1,863,4838189,17,241
up_votes,0,6,36697862,6143,0,863,4838189,11,241
up_votes,2,6,36430050,6143,0,863,4838189,18,241
up_votes,0,154,31160283,197771,0,975,12870,17,9458
up_votes,2,67,33694764,29864,0,1496,15369,15,2531
up_votes,1,67,14952029,29864,0,1496,15369,19,2531
up_votes,2,67,36496541,29864,0,1496,15369,16,2531
up_votes,0,67,37659772,29864,0,1496,15369,13,2531
up_votes,3,67,36620216,29864,0,1496,15369,18,2531
up_votes,2,47,37721959,20547,0,1360,1212017,19,3336
up_votes,1,47,34857556,20547,0,1360,1212017,16,3336
up_votes,0,47,35415022,20547,0,1360,1212017,17,3336
up_votes,0,266,37525980,24503,1,3232,1596545,16,2121
up_votes,1,266,37769510,24503,0,3232,1596545,8,2121
up_votes,0,22,37431448,55720,0,3128,107409,16,4202
up_votes,0,319,37252735,12266,0,4760,180430,15,1008
up_votes,0,16,29344097,1673,0,1356,372939,14,145
up_votes,2,257,30054561,5822,0,4348,1075247,15,1198
up_votes,0,257,24806319,5822,0,4348,1075247,17,1198
up_votes,5,257,28318163,5822,0,4348,1075247,14,1198
up_votes,0,257,30331879,5822,1,4348,1075247,15,1198
up_votes,0,257,32801101,5822,0,4348,1075247,15,1198
up_votes,0,812,37410831,38113,0,1737,699224,16,3852
up_votes,0,29,37679278,20739,0,4103,1071320,11,1016
up_votes,0,29,36723939,20739,0,4103,1071320,13,1016
up_votes,0,29,35603360,20739,0,4103,1071320,15,1016
up_votes,0,29,36091158,20739,0,4103,1071320,13,1016
up_votes,0,2549,35725444,18807,0,3154,1084416,10,4475
up_votes,2,1,26120935,15643,1,1779,3894917,16,990
up_votes,0,42,37145210,21884,0,1945,435129,17,2032
up_votes,0,42,37175235,21884,0,1945,435129,7,2032
up_votes,1,158,37748029,5353,0,1538,1998086,15,495
up_votes,0,158,37687399,5353,0,1538,1998086,4,495
up_votes,4,13,37622851,8905,0,2316,2287576,18,1800
up_votes,3,13,36179316,8905,0,2316,2287576,13,1800
up_votes,2,13,36287093,8905,0,2316,2287576,17,1800
up_votes,1,13,37114640,8905,2,2316,2287576,18,1800
up_votes,1,13,35058972,8905,0,2316,2287576,19,1800
up_votes,2,13,37634638,8905,0,2316,2287576,9,1800
up_votes,4,13,36086537,8905,0,2316,2287576,19,1800
up_votes,0,13,36130680,8905,0,2316,2287576,15,1800
up_votes,3,13,36061045,8905,0,2316,2287576,19,1800
up_votes,0,13,37120096,8905,0,2316,2287576,11,1800
up_votes,0,15,37547037,3918,0,1224,3229534,14,358
up_votes,0,15,37572782,3918,0,1224,3229534,10,358
up_votes,0,15,37573703,3918,1,1224,3229534,17,358
up_votes,0,29,35563832,16110,1,1120,28901,19,530
up_votes,0,35,37612690,30605,0,1014,107783,4,2351
up_votes,0,35,35994210,30605,0,1014,107783,10,2351
up_votes,0,35,35574386,30605,0,1014,107783,11,2351
up_votes,0,35,34675425,30605,1,1014,107783,19,2351
up_votes,1,35,33999782,30605,0,1014,107783,17,2351
up_votes,2,35,32078853,30605,0,1014,107783,15,2351
up_votes,0,35,35625671,30605,0,1014,107783,19,2351
up_votes,0,28,31291218,21375,0,2064,15825,19,1289
up_votes,4,53,37751468,8226,0,1029,61311,12,1149
up_votes,0,53,35463486,8226,0,1029,61311,10,1149
up_votes,0,5348,37212604,212764,0,9057,82548,8,18175
up_votes,0,125,36841788,3545,0,1008,1100265,14,473
up_votes,0,176,37700898,32077,1,1115,7512,16,2978
up_votes,0,176,37274072,32077,0,1115,7512,18,2978
up_votes,0,117,37695339,12034,0,951,493762,11,529
up_votes,1,39,37594854,17284,0,2412,539490,8,858
up_votes,0,39,37363764,17284,0,2412,539490,14,858
up_votes,0,39,37594790,17284,0,2412,539490,10,858
up_votes,0,39,37768208,17284,0,2412,539490,10,858
up_votes,0,16,35458086,3670,0,1846,1385174,10,525
up_votes,0,16,37728860,3670,0,1846,1385174,19,525
up_votes,0,16,31243741,3670,1,1846,1385174,17,525
up_votes,5,16,37027577,3670,0,1846,1385174,16,525
up_votes,0,96,32864875,7104,0,979,67316,17,381
up_votes,0,24,35814042,3453,0,943,976482,15,229
up_votes,0,24,35102398,3453,0,943,976482,15,229
up_votes,0,105,36035038,7512,0,7649,1658526,16,754
up_votes,0,105,27147119,7512,1,7649,1658526,13,754
up_votes,0,32,37393059,24921,0,2970,33051,15,3241
up_votes,0,198,33542204,37327,0,1900,38522,13,2872
up_votes,1,198,24763792,37327,0,1900,38522,19,2872
up_votes,2,198,35154609,37327,0,1900,38522,18,2872
up_votes,0,198,32889015,37327,0,1900,38522,7,2872
up_votes,0,198,33732365,37327,0,1900,38522,13,2872
up_votes,0,198,34335316,37327,0,1900,38522,18,2872
up_votes,0,198,31853183,37327,0,1900,38522,15,2872
up_votes,1,198,34162465,37327,1,1900,38522,19,2872
up_votes,1,198,31301174,37327,-1,1900,38522,10,2872
up_votes,2,198,37729403,37327,0,1900,38522,15,2872
up_votes,0,198,36846139,37327,0,1900,38522,6,2872
up_votes,0,198,32850215,37327,0,1900,38522,17,2872
up_votes,2,198,32328862,37327,-1,1900,38522,18,2872
up_votes,0,198,28127067,37327,0,1900,38522,12,2872
up_votes,2,198,31304513,37327,0,1900,38522,18,2872
up_votes,1,198,33018072,37327,-1,1900,38522,19,2872
up_votes,0,198,32507199,37327,0,1900,38522,16,2872
up_votes,1,198,36920582,37327,0,1900,38522,14,2872
up_votes,0,64,37076074,49689,0,1752,463785,17,4102
up_votes,0,31,36008300,3888,1,1870,395295,16,1110
up_votes,4,31,32482919,3888,0,1870,395295,10,1110
up_votes,0,31,37629235,3888,0,1870,395295,17,1110
up_votes,0,796,34719924,41176,0,1793,410636,16,3818
up_votes,0,173,37665667,9103,0,2008,1388292,9,677
up_votes,0,173,37707187,9103,2,2008,1388292,19,677
up_votes,7,45,33904826,6024,0,1804,400691,15,647
up_votes,4,2,33894608,890,0,1762,1691719,19,124
up_votes,3,11,37364770,2314,-1,1011,5107084,11,189
up_votes,0,11,36666453,2314,1,1011,5107084,14,189
up_votes,1,11,37626316,2314,-1,1011,5107084,15,189
up_votes,2,11,37620446,2314,0,1011,5107084,18,189
up_votes,1,11,36934330,2314,0,1011,5107084,16,189
up_votes,0,778,35155919,13466,2,920,789657,13,4388
up_votes,0,45,33103985,2196,0,3782,1060051,16,553
up_votes,1,45,31513570,2196,1,3782,1060051,17,553
up_votes,1,45,32496914,2196,0,3782,1060051,7,553
up_votes,3,484,27375605,28663,0,1577,21061,19,2387
up_votes,0,484,35343186,28663,2,1577,21061,17,2387
up_votes,2,484,37149731,28663,0,1577,21061,13,2387
up_votes,4,46,37080167,17310,1,3414,303612,17,4062
up_votes,2,46,37132635,17310,1,3414,303612,15,4062
up_votes,1,1,33078084,55042,1,5546,1006010,12,2630
up_votes,2,485,31963873,12628,2,5163,940834,18,1792
up_votes,1,22,31962760,1953,0,1171,989920,17,2610
up_votes,0,22,36861397,1953,0,1171,989920,19,2610
up_votes,1,85,30646854,38542,1,2078,2071807,19,1978
up_votes,3,5,31941601,7254,0,1210,225813,13,449
up_votes,0,5,36886871,7254,1,1210,225813,12,449
up_votes,3,5,31453542,7254,0,1210,225813,13,449
up_votes,0,5,33745678,7254,0,1210,225813,4,449
up_votes,0,18,25159341,13543,0,1866,3189,17,702
up_votes,2,32,25503699,13154,0,2591,846476,17,762
up_votes,0,32,34819144,13154,0,2591,846476,12,762
up_votes,0,32,25253387,13154,0,2591,846476,19,762
up_votes,0,32,31809898,13154,0,2591,846476,11,762
up_votes,0,32,37118519,13154,0,2591,846476,8,762
up_votes,0,34,16168375,8505,0,1636,1967100,19,377
up_votes,3,5,37539859,3527,1,1245,2393012,19,466
up_votes,0,25,35657359,16779,0,1782,361842,19,1691
up_votes,2,197,37660293,115343,-1,3682,99834,11,8228
up_votes,0,197,37590442,115343,0,3682,99834,16,8228
up_votes,4,197,31829286,115343,0,3682,99834,18,8228
up_votes,0,197,37481883,115343,0,3682,99834,8,8228
up_votes,4,197,37419130,115343,0,3682,99834,9,8228
up_votes,0,197,37387820,115343,0,3682,99834,18,8228
up_votes,0,197,37360946,115343,0,3682,99834,12,8228
up_votes,0,197,36839491,115343,0,3682,99834,18,8228
up_votes,0,197,37482139,115343,1,3682,99834,13,8228
up_votes,0,197,33961056,115343,0,3682,99834,19,8228
up_votes,0,197,36798121,115343,0,3682,99834,14,8228
up_votes,0,197,35743281,115343,0,3682,99834,6,8228
up_votes,0,197,33131808,115343,0,3682,99834,7,8228
up_votes,0,197,36182825,115343,1,3682,99834,16,8228
up_votes,1,197,36848864,115343,1,3682,99834,15,8228
up_votes,0,197,28238191,115343,-2,3682,99834,18,8228
up_votes,1,197,35969187,115343,0,3682,99834,12,8228
up_votes,0,197,31473580,115343,0,3682,99834,10,8228
up_votes,0,197,32849803,115343,0,3682,99834,6,8228
up_votes,3,197,36645933,115343,-1,3682,99834,16,8228
up_votes,0,197,37316597,115343,-2,3682,99834,18,8228
up_votes,0,6,36797173,2117,0,901,1501497,12,391
up_votes,1,1138,36766631,5237,0,996,325900,18,919
up_votes,1,1138,34131406,5237,0,996,325900,14,919
up_votes,0,1615,37194265,16309,0,5329,1563422,8,5981
up_votes,0,33,37090933,11323,0,1455,2091169,7,975
up_votes,0,33,37243082,11323,0,1455,2091169,18,975
up_votes,0,33,37537703,11323,0,1455,2091169,14,975
up_votes,4,33,37466212,11323,1,1455,2091169,17,975
up_votes,5,33,37678055,11323,0,1455,2091169,14,975
up_votes,0,33,35329139,11323,0,1455,2091169,11,975
up_votes,2,33,37321878,11323,0,1455,2091169,19,975
up_votes,2,33,37264200,11323,0,1455,2091169,16,975
up_votes,3,2,31536894,1371,0,1053,2491685,17,468
up_votes,0,220,37275084,5737,1,2206,1147385,17,968
up_votes,0,89,34557621,5544,0,1092,1238867,6,412
up_votes,10,2,37482402,1806,1,1137,1700106,16,197
up_votes,1,10,37642891,2700,0,2306,3909886,17,287
up_votes,0,10,33357782,2700,1,2306,3909886,18,287
up_votes,0,0,36340455,776,0,2095,381158,17,144
up_votes,1,0,36895839,776,0,2095,381158,16,144
up_votes,2,18,32074632,22239,1,1893,509706,19,1497
up_votes,2,5,30911684,7400,1,1053,3398554,16,615
up_votes,0,5,36584753,7400,0,1053,3398554,14,615
up_votes,0,5,37528271,7400,0,1053,3398554,8,615
up_votes,0,5,32357083,7400,0,1053,3398554,18,615
up_votes,4,5,29992855,7400,0,1053,3398554,19,615
up_votes,0,126,34446666,23409,1,1452,202168,16,1690
up_votes,0,126,34432986,23409,0,1452,202168,14,1690
up_votes,0,126,23685447,23409,0,1452,202168,19,1690
up_votes,0,57,36737074,5863,0,1157,74302,17,968
up_votes,0,1204,32070717,24848,0,2483,500974,15,2310
up_votes,1,19,37303565,867,0,1338,4792132,12,205
up_votes,0,19,36314082,867,0,1338,4792132,13,205
up_votes,0,138,37545568,12653,0,1203,1010632,15,1381
up_votes,0,48,17834580,13103,0,3352,1741868,18,1310
up_votes,3,322,34888017,28934,0,1294,31667,10,2418
up_votes,0,322,33771746,28934,1,1294,31667,10,2418
down_votes,8,2098,37342151,30144,0,1264,131809,16,1923
down_votes,3,56,34081743,2498,0,266,2372784,19,363
down_votes,0,56,32839271,2498,0,266,2372784,5,363
down_votes,0,56,37345175,2498,0,266,2372784,11,363
down_votes,2,61,26284655,893,0,69,2565581,14,218
down_votes,2,61,32362524,893,0,69,2565581,16,218
down_votes,5,61,36678999,893,0,69,2565581,19,218
down_votes,1,78,31305236,26819,0,894,1033686,19,1724
down_votes,1,78,37416747,26819,0,894,1033686,16,1724
down_votes,7,46,32828267,1234,1,121,2393347,19,105
down_votes,0,121,37557754,32089,0,1355,138578,13,4762
down_votes,0,121,37570473,32089,0,1355,138578,5,4762
down_votes,0,100,31383988,31303,0,1142,153422,12,2885
down_votes,0,273,36547904,33337,0,943,253468,18,2891
down_votes,2,1904,37704514,2740,0,468,1138898,16,349
down_votes,0,158,37206647,3583,0,308,2500842,11,639
down_votes,0,158,37305383,3583,0,308,2500842,17,639
down_votes,0,1219,37597650,4249,0,762,6375113,11,3036
down_votes,4,68,37644046,6627,1,595,1446048,13,828
down_votes,2,70,31138288,3704,-1,157,1373484,19,306
down_votes,5,242,28725286,39423,0,2998,199700,17,6794
down_votes,1,242,29592171,39423,1,2998,199700,16,6794
down_votes,0,71,35163431,4902,0,679,1185534,18,429
down_votes,1,50,35550853,34643,1,593,5975,10,2076
down_votes,0,48,37390645,3103,2,353,1847261,14,168
down_votes,2,461,37642104,187688,4,3899,324584,18,27257
down_votes,0,100,18398971,8249,0,215,439751,15,737
down_votes,5,41,30095932,6573,1,315,1957849,18,765
down_votes,0,48,26586271,1025,0,149,1008693,18,138
down_votes,1,81,35243063,4684,0,1599,1124744,10,745
down_votes,0,81,35601524,4684,0,1599,1124744,13,745
down_votes,0,81,31167343,4684,0,1599,1124744,14,745
down_votes,0,46,35257135,18845,1,523,340819,10,828
down_votes,0,46,34048849,18845,1,523,340819,18,828
down_votes,2,70,22408441,5802,0,952,932833,19,510
down_votes,0,54,34311835,25234,0,455,188414,15,1460
down_votes,0,47,20571259,5589,1,470,546060,9,560
down_votes,0,47,21092958,5589,0,470,546060,5,560
down_votes,0,47,37502751,5589,0,470,546060,16,560
down_votes,0,44,36560782,352,1,98,1094636,19,72
down_votes,1,44,33501222,352,0,98,1094636,9,72
down_votes,0,1189,37208635,23259,0,3125,487813,12,2940
down_votes,1,97,25306834,29043,1,625,898289,12,1786
down_votes,0,44,33986822,21503,0,564,98422,16,1740
down_votes,0,64,37705301,26073,0,6737,730807,5,3088
down_votes,0,959,33758207,7332,-1,324,630780,15,628
down_votes,1,959,34682531,7332,0,324,630780,14,628
down_votes,0,959,27017336,7332,0,324,630780,19,628
down_votes,0,959,37618192,7332,0,324,630780,19,628
down_votes,0,50,36691114,27417,1,971,436028,19,2815
down_votes,0,52,36471428,5653,0,1452,285190,10,500
down_votes,0,52,35015334,5653,0,1452,285190,18,500
down_votes,0,202,25851473,3758,0,428,2273902,13,821
down_votes,1,202,25192397,3758,0,428,2273902,17,821
down_votes,2,437,37699630,36326,0,1600,3049628,10,4245
down_votes,6,44,37761159,2365,0,155,596841,14,443
down_votes,0,449,36053989,39904,0,4829,1011724,15,4149
down_votes,0,1940,34789185,26569,0,1138,477127,17,3273
down_votes,0,69,35437591,7471,0,608,567059,16,744
down_votes,0,69,19380467,7471,0,608,567059,17,744
down_votes,1,69,36953890,7471,0,608,567059,17,744
down_votes,0,69,36477863,7471,0,608,567059,15,744
down_votes,4,69,37326998,7471,0,608,567059,14,744
down_votes,0,69,24042360,7471,0,608,567059,18,744
down_votes,1,80,36517808,17916,1,421,87739,16,1046
down_votes,0,46,37379076,12638,0,1689,276193,17,778
down_votes,0,730,35397328,79076,0,2571,102441,17,6176
down_votes,2,730,35566927,79076,0,2571,102441,13,6176
down_votes,0,730,36923309,79076,0,2571,102441,14,6176
down_votes,0,730,35873641,79076,1,2571,102441,19,6176
down_votes,2,42,34201030,11201,0,491,234451,18,1117
down_votes,2,47,37023068,678,0,305,1006869,10,199
down_votes,0,47,37271184,678,-1,305,1006869,18,199
down_votes,2,53,34769995,22546,0,455,11755,14,2372
down_votes,0,53,35864852,22546,-1,455,11755,18,2372
down_votes,0,53,37701416,22546,0,455,11755,18,2372
down_votes,1,53,37717428,22546,0,455,11755,16,2372
down_votes,0,53,37304406,22546,0,455,11755,10,2372
down_votes,0,53,35853378,22546,1,455,11755,17,2372
down_votes,0,53,32668104,22546,0,455,11755,13,2372
down_votes,0,53,36576270,22546,0,455,11755,18,2372
down_votes,1,53,35379672,22546,0,455,11755,15,2372
down_votes,0,53,18732925,22546,0,455,11755,14,2372
down_votes,3,53,37597066,22546,0,455,11755,16,2372
down_votes,0,53,37676475,22546,1,455,11755,14,2372
down_votes,1,53,35486262,22546,-1,455,11755,15,2372
down_votes,2,940,33551590,71341,-1,2823,561309,16,4379
down_votes,1,940,36288255,71341,0,2823,561309,13,4379
down_votes,0,208,36444623,13891,0,614,220005,17,1482
down_votes,6,201,32411162,13352,0,1548,261682,19,2076
down_votes,0,201,32416581,13352,0,1548,261682,19,2076
down_votes,0,43,34125198,9262,0,310,4945232,18,681
down_votes,0,43,35000338,9262,0,310,4945232,14,681
down_votes,1,1480,33375247,96868,0,2385,14357,12,8583
down_votes,0,67,31558581,10507,0,1262,125663,15,1627
down_votes,1,106,30851022,5390,0,1174,287893,14,655
down_votes,0,106,30854868,5390,0,1174,287893,18,655
down_votes,0,598,37120260,3386,-1,319,1041364,14,367
down_votes,4,948,33218516,6667,0,1093,1477407,14,1136
down_votes,4,948,36944517,6667,1,1093,1477407,19,1136
down_votes,0,948,31854179,6667,0,1093,1477407,18,1136
down_votes,0,948,34437689,6667,0,1093,1477407,17,1136
down_votes,6,157,35989377,2204,0,97,4141176,19,286
down_votes,0,157,30997916,2204,0,97,4141176,14,286
down_votes,0,157,32497181,2204,0,97,4141176,12,286
down_votes,1,157,34928088,2204,0,97,4141176,10,286
down_votes,0,157,37278612,2204,0,97,4141176,13,286
down_votes,0,157,36567690,2204,1,97,4141176,14,286
down_votes,0,157,35743199,2204,0,97,4141176,15,286
down_votes,0,157,29124597,2204,0,97,4141176,19,286
down_votes,0,201,35460186,4339,0,431,4907552,8,306
down_votes,0,42,31404696,3732,1,741,11801,14,361
